file,IOU,dice_coeffecient,pixel_accuracy,MSE_overlap,SSIM_overlap,XOR_overlap
ISIC_0024306,0.08391186685477536,0.0006239261306003992,0.04783333333333333,60073.19805925926,0.014957719277599063,0.9114703703703704
ISIC_0024307,0.5827774705853532,0.003175567315814178,0.7257296296296296,12552.789474074074,0.6294710625248101,0.22077407407407407
ISIC_0024308,0.9055383243699552,0.0038602682366842985,0.9338592592592593,2074.3113777777776,0.8959072191206322,0.03688518518518519
ISIC_0024309,0.08543398948701282,0.0006415264186972477,0.057055555555555554,58790.70751111111,0.02356682434656482,0.9015148148148148
ISIC_0024310,0.06870137344778042,0.000559290130305634,0.1239925925925926,51195.93045925926,0.04022055424225375,0.833025925925926
ISIC_0024311,0.8096082291462673,0.0036567502840244115,0.9189703703703703,3098.029125925926,0.8736873352219412,0.06841481481481482
ISIC_0024312,0.7629668342844228,0.0036407130189680037,0.8020185185185185,7150.975762962963,0.7134194048778573,0.12430370370370371
ISIC_0024313,0.25272096205605954,0.0018048488931733581,0.6828740740740741,16048.535,0.6169145039268378,0.3054074074074074
ISIC_0024314,0.02724157318411823,0.00023414632799302002,0.17766666666666667,47081.673585185184,0.08586053549289768,0.8074111111111111
ISIC_0024315,0.012043707916523346,0.00010182280752011627,0.21605185185185186,46499.76991851852,0.14689788434184606,0.7765592592592593
ISIC_0024316,0.022362706375508846,0.00017709309106103674,0.023725925925925925,62076.49755925926,-0.0010569037611642218,0.9570851851851851
ISIC_0024317,0.01687171912959043,0.00013182732747941514,0.0081,63914.603744444445,-0.005850466795890958,0.9787333333333333
ISIC_0024318,0.8086736232583389,0.0036554901990208883,0.7268814814814815,12402.506618518519,0.6427335281297496,0.15272592592592593
ISIC_0024319,0.06666617204628163,0.0005106232204566954,0.014414814814814814,62927.62096666667,-0.0013596006274296418,0.931837037037037
ISIC_0024320,0.23228423272323406,0.0016574385577149426,0.06152962962962963,55705.28878888889,0.002288518161774581,0.7578037037037038
ISIC_0024321,0.36881778581165175,0.002345108552448543,0.14225555555555555,49299.4111,0.06909683658737273,0.6311074074074075
ISIC_0024322,0.37554080055164435,0.002295412870106094,0.1816148148148148,45949.37438518518,0.08768464819086286,0.6238555555555556
ISIC_0024323,0.2441617007569657,0.0016696756771951966,0.1487740740740741,50162.584637037035,0.07397018981310971,0.7300222222222222
ISIC_0024324,0.909410511513151,0.0038651928738759893,0.7743814814814814,7404.547959259259,0.6697854623508931,0.07968888888888889
ISIC_0024325,0.029479940341346676,0.0002316318722209138,0.018274074074074075,62685.417433333336,-0.0005346584211905784,0.9567925925925926
ISIC_0024326,0.8055393282704204,0.0037450308192772523,0.5664888888888889,18175.170696296296,0.44894235343859085,0.18
ISIC_0024327,0.04782228506576867,0.0003688063412881425,0.015811111111111113,62757.24045185185,-0.0005543410968925144,0.9477518518518518
ISIC_0024328,0.026140911818092062,0.0002068985177347179,0.028592592592592593,61528.56227037037,0.0012747942695839935,0.9498444444444445
ISIC_0024329,0.6016294113159364,0.0030588573942529804,0.5437518518518518,26099.23754074074,0.5037334308998468,0.36745555555555554
ISIC_0024330,0.12999674045100304,0.0009313825112286845,0.07011111111111111,58696.79279259259,0.03857386322757863,0.8699259259259259
ISIC_0024331,0.7431369967366055,0.003556966385298097,0.6578592592592593,15227.337714814816,0.5603330396253778,0.2023148148148148
ISIC_0024332,0.21375876336483282,0.0014761353129806518,0.10502222222222223,54347.95131851852,0.04910490760317996,0.7783962962962963
